ACCESSION_NUMBER,HOLDING_ID,FILENAME_TIMESTAMP,FILING_DATE,ISSUER_NAME,ISSUER_LEI,ISSUER_TITLE,ISSUER_CUSIP,BALANCE,UNIT,OTHER_UNIT_DESC,CURRENCY_CODE,CURRENCY_VALUE,EXCHANGE_RATE,PERCENTAGE,PAYOFF_PROFILE,ASSET_CAT,OTHER_ASSET,ISSUER_TYPE,OTHER_ISSUER,INVESTMENT_COUNTRY,IS_RESTRICTED_SECURITY,FAIR_VALUE_LEVEL,DERIVATIVE_CAT,YYYYQQ,SUBMISSION_FILE_NUM,SUBMISSION_SUB_TYPE,SUBMISSION_IS_LAST_FILING,SUBMISSION_REPORT_ENDING_PERIOD,SUBMISSION_REPORT_DATE,SUBMISSION_FILING_DATE,REGISTRANT_CIK,REGISTRANT_REGISTRANT_NAME,REGISTRANT_FILE_NUM,REGISTRANT_LEI,REGISTRANT_ADDRESS1,REGISTRANT_ADDRESS2,REGISTRANT_CITY,REGISTRANT_STATE,REGISTRANT_COUNTRY,REGISTRANT_ZIP,REGISTRANT_PHONE,FUND_REPORTED_INFO_SERIES_NAME,FUND_REPORTED_INFO_SERIES_ID,FUND_REPORTED_INFO_SERIES_LEI,FUND_REPORTED_INFO_TOTAL_ASSETS,FUND_REPORTED_INFO_TOTAL_LIABILITIES,FUND_REPORTED_INFO_NET_ASSETS,FUND_REPORTED_INFO_ASSETS_ATTRBT_TO_MISC_SECURITY,FUND_REPORTED_INFO_ASSETS_INVESTED,FUND_REPORTED_INFO_BORROWING_PAY_WITHIN_1YR,FUND_REPORTED_INFO_CTRLD_COMPANIES_PAY_WITHIN_1YR,FUND_REPORTED_INFO_OTHER_AFFILIA_PAY_WITHIN_1YR,FUND_REPORTED_INFO_OTHER_PAY_WITHIN_1YR,FUND_REPORTED_INFO_BORROWING_PAY_AFTER_1YR,FUND_REPORTED_INFO_CTRLD_COMPANIES_PAY_AFTER_1YR,FUND_REPORTED_INFO_OTHER_AFFILIA_PAY_AFTER_1YR,FUND_REPORTED_INFO_OTHER_PAY_AFTER_1YR,FUND_REPORTED_INFO_DELAYED_DELIVERY,FUND_REPORTED_INFO_STANDBY_COMMITMENT,FUND_REPORTED_INFO_LIQUIDATION_PREFERENCE,FUND_REPORTED_INFO_CASH_NOT_RPTD_IN_C_OR_D,FUND_REPORTED_INFO_CREDIT_SPREAD_3MON_INVEST,FUND_REPORTED_INFO_CREDIT_SPREAD_1YR_INVEST,FUND_REPORTED_INFO_CREDIT_SPREAD_5YR_INVEST,FUND_REPORTED_INFO_CREDIT_SPREAD_10YR_INVEST,FUND_REPORTED_INFO_CREDIT_SPREAD_30YR_INVEST,FUND_REPORTED_INFO_CREDIT_SPREAD_3MON_NONINVEST,FUND_REPORTED_INFO_CREDIT_SPREAD_1YR_NONINVEST,FUND_REPORTED_INFO_CREDIT_SPREAD_5YR_NONINVEST,FUND_REPORTED_INFO_CREDIT_SPREAD_10YR_NONINVEST,FUND_REPORTED_INFO_CREDIT_SPREAD_30YR_NONINVEST,FUND_REPORTED_INFO_IS_NON_CASH_COLLATERAL,FUND_REPORTED_INFO_NET_REALIZE_GAIN_NONDERIV_MON1,FUND_REPORTED_INFO_NET_UNREALIZE_AP_NONDERIV_MON1,FUND_REPORTED_INFO_NET_REALIZE_GAIN_NONDERIV_MON2,FUND_REPORTED_INFO_NET_UNREALIZE_AP_NONDERIV_MON2,FUND_REPORTED_INFO_NET_REALIZE_GAIN_NONDERIV_MON3,FUND_REPORTED_INFO_NET_UNREALIZE_AP_NONDERIV_MON3,FUND_REPORTED_INFO_SALES_FLOW_MON1,FUND_REPORTED_INFO_REINVESTMENT_FLOW_MON1,FUND_REPORTED_INFO_REDEMPTION_FLOW_MON1,FUND_REPORTED_INFO_SALES_FLOW_MON2,FUND_REPORTED_INFO_REINVESTMENT_FLOW_MON2,FUND_REPORTED_INFO_REDEMPTION_FLOW_MON2,FUND_REPORTED_INFO_SALES_FLOW_MON3,FUND_REPORTED_INFO_REINVESTMENT_FLOW_MON3,FUND_REPORTED_INFO_REDEMPTION_FLOW_MON3,INTEREST_RATE_RISK_INTEREST_RATE_RISK_ID,INTEREST_RATE_RISK_CURRENCY_CODE,INTEREST_RATE_RISK_INTRST_RATE_CHANGE_3MON_DV01,INTEREST_RATE_RISK_INTRST_RATE_CHANGE_1YR_DV01,INTEREST_RATE_RISK_INTRST_RATE_CHANGE_5YR_DV01,INTEREST_RATE_RISK_INTRST_RATE_CHANGE_10YR_DV01,INTEREST_RATE_RISK_INTRST_RATE_CHANGE_30YR_DV01,INTEREST_RATE_RISK_INTRST_RATE_CHANGE_3MON_DV100,INTEREST_RATE_RISK_INTRST_RATE_CHANGE_1YR_DV100,INTEREST_RATE_RISK_INTRST_RATE_CHANGE_5YR_DV100,INTEREST_RATE_RISK_INTRST_RATE_CHANGE_10YR_DV100,INTEREST_RATE_RISK_INTRST_RATE_CHANGE_30YR_DV100,BORROWER_BORROWER_ID,BORROWER_NAME,BORROWER_LEI,BORROWER_AGGREGATE_VALUE,BORROW_AGGREGATE_BORROW_AGGREGATE_ID,BORROW_AGGREGATE_AMOUNT,BORROW_AGGREGATE_COLLATERAL,BORROW_AGGREGATE_INVESTMENT_CAT,BORROW_AGGREGATE_OTHER_DESC,MONTHLY_TOTAL_RETURN_MONTHLY_TOTAL_RETURN_ID,MONTHLY_TOTAL_RETURN_CLASS_ID,MONTHLY_TOTAL_RETURN_MONTHLY_TOTAL_RETURN1,MONTHLY_TOTAL_RETURN_MONTHLY_TOTAL_RETURN2,MONTHLY_TOTAL_RETURN_MONTHLY_TOTAL_RETURN3,MONTHLY_RETURN_CAT_INSTRUMENT_ASSET_CAT,MONTHLY_RETURN_CAT_INSTRUMENT_INSTRUMENT_KIND,MONTHLY_RETURN_CAT_INSTRUMENT_NET_REALIZED_GAIN_MON1,MONTHLY_RETURN_CAT_INSTRUMENT_NET_UNREALIZED_AP_MON1,MONTHLY_RETURN_CAT_INSTRUMENT_NET_REALIZED_GAIN_MON2,MONTHLY_RETURN_CAT_INSTRUMENT_NET_UNREALIZED_AP_MON2,MONTHLY_RETURN_CAT_INSTRUMENT_NET_REALIZED_GAIN_MON3,MONTHLY_RETURN_CAT_INSTRUMENT_NET_UNREALIZED_AP_MON3,IDENTIFIERS_IDENTIFIERS_ID,IDENTIFIERS_IDENTIFIER_ISIN,IDENTIFIERS_IDENTIFIER_TICKER,IDENTIFIERS_OTHER_IDENTIFIER,IDENTIFIERS_OTHER_IDENTIFIER_DESC
0001752724-24-289531,136180925,1704096000,2024-12-20,Citadel Securities LP,,"Citadel Securities LP, First Lien, CME Term Loan",17288YAM4,5089859.6613,PA,,USD,5095433.06,,0.359709776136,Long,LON,,CORP,,US,N,2.0,,2024Q4,,NPORT-P,N,31-OCT-2024,31-OCT-2024,20-DEC-2024,809707,Franklin Investors Securities Trust,811-04986,549300XUGIR9DEQFV548,One Franklin Parkway,,San Mateo,US-CA,US,94403-1906,650-312-2000,Franklin Floating Rate Daily Access Fund,S000006853,NDVQZJLQKYEB9K3LB498,1515395533.04,98855478.24,1416540054.8,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,51226753.45,0.0,0.0,41706299.99,-1.91,-285.11,-7506.78,-2286.82,0.0,-2482.93,-70005.39,-320673.16,-53988.73,0.0,N,-7283652.01999999,3570012.02,116664.96,-3281213.99,-56422.97,-2228419.53,35084319.79999999,9652780.67999999,70218416.76,35352692.25999999,9891435.08999999,60987901.32999999,38480794.64999999,7981415.61,37467628.31,285811.0,USD,-14.72,-2310.42,-18811.54,-4216.58,0.0,-1471.88,-231041.65,-1881153.92,-421658.02,0.0,,,,,,,,,,801930,C000128879,0.6803126,0.4049399,0.58045803,,,,,,,,,,,,,
0001752724-24-292314,136463519,1704096000,2024-12-23,CITADEL FINANCE LLC,549300BQL283NCR7P163,Citadel Finance LLC,17287HAA8,7500000.0,PA,,USD,7272480.0,,0.194185210146,Long,DBT,,CORP,,US,N,2.0,,2025Q1,,NPORT-P,N,31-JAN-2025,31-OCT-2024,23-DEC-2024,357298,PERMANENT PORTFOLIO FAMILY OF FUNDS,811-03379,5493002D7HL9TL3C1F60,600 MONTGOMERY STREET,SUITE 4100,SAN FRANCISCO,US-CA,US,94111,415-398-8000,Permanent Portfolio,S000006016,5493002A59Q3VCT85K80,3748001049.77,2875458.33,3745125591.44,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,8341521.32,-6779.62,-74648.69,-85446.71,-8990.24,0.0,-73.75,-2938.7,-3883.05,-17.83,-17.83,N,-107186.85,63842359.52,-100812.9,105579326.77,-4819385.72,72495598.43,56339503.91,0.0,43698076.3,69445824.83,0.0,33428570.25,111444656.49,0.0,36129810.87,286284.0,USD,-7491.41,-82363.9,-95080.55,-46531.53,-8983.37,-766901.71,-8301297.96,-9459830.24,-4454581.82,-880268.62,,,,,,,,,,803616,C000016538,1.98,3.13,1.95,,,,,,,,,,,,,
0001752724-24-291369,136335427,1704096000,2024-12-23,Citadel on Colfax Business Improvement District,,"Citadel on Colfax Business Improvement District, Series A",17288AAA2,1000000.0,PA,,USD,928820.5,,0.009708728904,Long,DBT,,MUN,,US,N,2.0,,2024Q4,,NPORT-P,N,31-OCT-2024,31-OCT-2024,23-DEC-2024,1469192,NEW YORK LIFE INVESTMENTS FUNDS TRUST,811-22321,549300SQRLBSUG7RD002,51 Madison Avenue,,New York,US-NY,US,10010,212-576-7000,NYLI MacKay High Yield Muni Bond Fund,S000028227,549300QXVF3SZ2KO6339,9728482404.9,161622426.28,9566859978.62,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,1534035.0,0.0,0.0,0.0,-12.48,-12836.31,-53779.49,-1341800.46,-3759177.02,-3043.84,-14710.75,-71792.91,-1179107.73,-5175274.17,N,-1182520.26,35362226.46,-1037107.77,106290643.11,-6310438.16,-187446880.68,269987298.57,22368500.87,164729190.21,277925650.6,22200541.23999999,157703746.96,285883555.96,21785516.82,179847739.14,286118.0,USD,-3068.63,-18693.99,-118622.14,-2485778.5,-8719168.04,-370993.53,-2167983.19,-12270725.25,-252903325.2,-852895806.9,,,,,,,,,,802876,C000086338,0.6,1.42,-1.53,,,,,,,,,,,,,
0001752724-24-289525,136173157,1704096000,2024-12-20,Citadel Securities LP,,"Citadel Securities LP, First Lien, CME Term Loan",17288YAM4,1510846.7866,PA,,USD,1512501.16,,0.349162552668,Long,LON,,CORP,,US,N,2.0,,2025Q3,,NPORT-P,N,31-JUL-2025,31-OCT-2024,20-DEC-2024,1109441,Franklin Floating Rate Master Trust,811-09869,549300W87VC8PPTC1L66,One Franklin Parkway,,San Mateo,US-CA,US,94403-1906,650-312-2000,Franklin Floating Rate Master Series,S000007441,NP14B7B8WUT9K3HJC885,468717465.14,35537804.71,433179660.43,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,13997098.41,0.0,0.0,19896175.48999999,-0.4,-39.92,-1148.43,-252.85,0.0,-718.1,-22008.24,-101151.11,-16568.23,0.0,N,-2366441.11,1089305.76,-2400101.76,-496420.54,647225.88,-687356.32,17974290.87,0.0,38932771.35999999,15444344.66,0.0,56754917.15999999,15458601.06,0.0,31475824.89999999,285797.0,USD,-4.18,-635.64,-5424.37,-783.16,0.0,-418.37,-63564.08,-542437.31,-78315.93,0.0,803465.0,BOFA SECURITIES INC,549300HN4UKV1E2R3U73,48790.0,,,,,,801867,C000020415,0.6543008,0.502204,0.50443386,,,,,,,,,,,,,
0001752724-24-289524,136183459,1704096000,2024-12-20,Citadel Securities LP,,"Citadel Securities LP, First Lien, CME Term Loan",17288YAM4,522614.3114,PA,,USD,523186.57,,0.026593928409,Long,LON,,CORP,,US,N,2.0,,2024Q4,,NPORT-P,N,31-OCT-2024,31-OCT-2024,20-DEC-2024,809707,Franklin Investors Securities Trust,811-04986,549300XUGIR9DEQFV548,One Franklin Parkway,,San Mateo,US-CA,US,94403-1906,650-312-2000,Franklin Low Duration Total Return Fund,S000006855,H1JJYRV86MLGMEZLFG42,2011682893.68,44367038.91,1967315854.77,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,2180065.26,0.0,0.0,23270894.78,-9907.74,-142240.49,-117471.47,-40737.46,-33595.31,-196.56,-84490.11,179.97,9603.67,-0.37,Y,494345.29,8336035.09,108710.06,8631254.74,-1931930.72,-11510204.16,31440431.69,7429041.30999999,50561659.97999999,37277062.85999999,7458773.04999999,54927913.93999999,40515358.68999999,6150074.82,57583809.77,285801.0,BRL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,803478.0,BNP Paribas Securities Corp.,RCNB6OTYUAMMP879YW96,1165828.02,47953.0,1607933.76279679,1189323.6339077,UST,,801901,C000128881,0.9615224,0.888092,-0.50055691,,,,,,,,,,,,,
0001752724-24-293013,136531378,1704096000,2024-12-26,Citadel Securities LP,549300NV5RXBUS3X7L47,Citadel Securities LP 2024 Term Loan B,17288YAM4,13337211.46,PA,,USD,13351815.71,,0.682331244004,Long,LON,,CORP,,US,N,2.0,,2024Q4,,NPORT-P,N,31-OCT-2024,31-OCT-2024,26-DEC-2024,946110,CREDIT SUISSE OPPORTUNITY FUNDS,811-09054,5493002UZ4JX82OVKQ12,ELEVEN MADISON AVENUE,,NEW YORK,US-NY,US,10010,212-325-2000,Credit Suisse Floating Rate High Income Fund,S000010522,5493008MP5A2P9LF5Y04,2068250433.68,111456599.7,1956793833.98,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,74340637.05,0.0,0.0,0.0,-190.62,-10464.59,-30870.29,-6217.28,0.0,-5204.96,-140941.62,-433196.67,-67283.4,0.0,N,-1042223.86,-2261603.64,-2557606.85,-1929927.91,-4142837.3,-123217.75,38292468.4,12583698.45,99848099.12,44556486.68,12578487.66,106636896.3,49815774.87,11630227.89,44420215.58,286627.0,USD,-14905.18,-13606.46,-25648.12,-1153.34,-125.65,-1491116.04,-1406949.68,-2813929.27,-130051.91,-7102.94,805969.0,Goldman Sachs & Co. LLC,FOR8UP27PHTHYVLBNG30,800439.84,,,,,,804548,C000029052,0.45,0.41,0.73,,,,,,,,,,,,,
0001169187-24-000115,133102910,1704096000,2024-10-28,Citadel Securities LP,549300NV5RXBUS3X7L47,CITADEL SECURITIES LP,17288YAM4,3895264.324,PA,,USD,3902081.04,,0.0943100521,Long,LON,,CORP,,US,N,2.0,,2025Q2,,NPORT-P,N,31-MAY-2025,31-AUG-2024,28-OCT-2024,1169187,"T. ROWE PRICE INSTITUTIONAL INCOME FUNDS, INC.",811-21055,5493006XJS7NAJMTOL28,100 East Pratt Street,,Baltimore,US-MD,US,21202,410-345-2000,T. Rowe Price Institutional Floating Rate Fund,S000020717,863VOPTBPYYVTH00FU88,4278745166.490001,141242372.31,4137502794.180001,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,560.7,-24.655094,-3953.392884,-8036.370342,-811.881719,0.0,-1299.087525,-179015.652597,-1124659.540924,-241261.081946,0.0,N,6220301.96,-16318290.05,1886799.75,5709101.97,-242748.52,-4565215.41,68761432.36,28522870.12,200739133.49,79943822.15,23533351.89,60091326.34,84189710.75,26400496.93,192221093.33,279035.0,USD,-1160.659654,-26981.331832,-55381.646276,-2312.525863,0.0,-139712.708539,-2923422.655174,-5930733.800947,-239277.339956,0.0,,,,,,,,,,782467,C000219332,0.49,0.99,0.72,,,,,,,,,,,,,
0001145549-24-080580,136517970,1704096000,2024-12-26,CITADEL SECURITIES LP,549300NV5RXBUS3X7L47,CITADEL SECURITIES LP TLB 2.25,17288YAM4,198499.99,PA,,USD,198448.38,,0.0068595012,Long,LON,,CORP,,US,N,2.0,,2025Q2,,NPORT-P,N,30-APR-2025,31-OCT-2024,26-DEC-2024,773757,Columbia Funds Series Trust I,811-04367,549300W5GIE6ZOZOTD82,290 Congress Street,,Boston,US-MA,US,02110,800-345-6611,Columbia Total Return Bond Fund,S000012097,7TUF7LZJ7F8AC48WIE77,3403002025.83,509958143.19,2893043882.64,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,415269348.5,1960901.19,0.0,152.75,292674.144,25743.022,248498.9734,204818.6686,1141984.8852,19475.0812,186541.091,35316.1190000001,-6200.22459999996,456232.8252,N,5393874.42,26847671.0,2609418.94,23361692.24,-3532579.5,-70564728.02,63552131.05,10535569.28,93636693.97,157522100.86,10450533.36,51532893.46,154410790.47,10485516.62,141330158.09,286549.0,USD,-684.893925,4981.33437200001,11891.558026,10724.42488,6626.205204,-68489.3925,498133.437200001,1189155.8026,1072442.488,662620.5204,,,,,,,,,,804315,C000121793,2.02,1.49,-3.01,,,,,,,,,,,,,
0001752724-24-295533,136760643,1704096000,2024-12-26,CITADEL SECURITIES LP,549300NV5RXBUS3X7L47,CITADEL TERM B 1LN 07/29/2030,17288YAM4,1197068.61,PA,,USD,1196757.37,,0.051948517464,Long,LON,,CORP,,US,N,2.0,,2024Q4,,NPORT-P,N,31-OCT-2024,31-OCT-2024,26-DEC-2024,722574,Fidelity Advisor Series I,811-03785,C7J4FOV6ELAVE39B7M82,245 Summer Street,,Boston,US-MA,US,02210,1-800-FIDELITY,Fidelity Advisor High Income Advantage Fund,S000017684,EFPYCOBHJL5FFG1PYD40,2342539553.3,38802260.3,2303737293.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,27162447.41,0.0,0.0,0.0,6352.90354616,17822.10192482,22920.89561876,9349.25627484,10566.1708809,76408.44792867,197609.32493704,174955.96907417,11335.9022144,6847.6772343,N,-3690457.16,10192901.36,-476027.03,32203847.79,1732967.77,-7812668.14,70600975.33,7963903.79,71118781.49,54167703.01,8106899.64,53836642.34,92595238.17,8103176.77,182928739.82,287068.0,USD,6179.40263922,98821.3043047,275344.93784434,32637.74737773,7524.6614568,617940.30927661,9882130.29836133,27534493.9904501,3263774.63467103,752466.3124129,807939.0,BOFA SECURITIES INC,549300HN4UKV1E2R3U73,1025728.0,,,,,,805816,C000048865,0.67,1.75,0.2,,,,,,,,,,,,,
0001752724-24-241515,133018348,1704096000,2024-10-28,Citadel Securities LP,549300NV5RXBUS3X7L47,Citadel Securities LP 2024 Term Loan B,17288YAM4,1228.56,PA,,USD,1230.71,,0.00015115853,Long,LON,,CORP,,US,N,2.0,,2024Q4,,NPORT-P,N,30-NOV-2024,31-AUG-2024,28-OCT-2024,52136,Natixis Funds Trust II,811-00242,R4B5ZXLI2IMIOWT67V76,888 BOYLSTON STREET,Suite 800,BOSTON,US-MA,US,02199-8197,617-449-2139,Loomis Sayles Senior Floating Rate and Fixed Income Fund,S000034097,549300W7BN27J2YVE215,867299568.97,53114621.21,814184947.76,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,1923073.52,-11.65,-370.68,-2616.24,-460.53,0.0,-1398.56,-53440.38,-208541.66,-32827.15,0.0,N,-1921954.38,-1358425.38,-1552952.8,486322.02,-326158.5,-320375.15,14299378.35,4743350.55,28281454.93,12262224.97,4445539.95,36442558.7,63699370.59,4550648.15,30204876.03,278966.0,USD,-5623.66,-753.01,-1241.19,-304.36,-7.25,-561960.63,-82443.17,-141573.54,-35211.61,-377.09,,,,,,,,,,782209,C000105120,0.35,0.64,0.6,,,,,,,,,,,,,
0001752724-24-295872,136841850,1704096000,2024-12-26,"Citadel on Colfax Business Improvement District, Aurora, Colorado, Special Revenue and Tax Supported Bonds, Senior Series 2020A",,"Citadel on Colfax Business Improvement District, Aurora, Colorado, Special Revenue and Tax Supported Bonds, Senior Series 2020A",17288AAA2,1450000.0,PA,,USD,1346789.73,,0.203916039356,Long,DBT,,MUN,,US,N,2.0,,2024Q4,,NPORT-P,N,31-OCT-2024,31-OCT-2024,26-DEC-2024,1793129,Nuveen Dynamic Municipal Opportunities Fund,811-23489,549300U0TWS55O2SJ275,333 W. Wacker Dr,,Chicago,US-IL,US,60606,312-917-7700,Nuveen Dynamic Municipal Opportunities Fund,,549300U0TWS55O2SJ275,946641268.0,286178396.0,660462872.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,5343454.0,0.0,240000000.0,0.0,-87.52,-3632.95,-31540.49,-138801.76,-170539.95,-75.85,-2100.36,-10570.99,-113424.57,-215560.58,N,1617873.81,2586324.98,635809.29,8683270.76,595894.23,-16704692.87,-4861.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,287203.0,USD,-9271.58,-36929.66,-139164.36,-371792.58,-203237.05,-202438.74,-3311472.68,-14291861.92,-37973819.38,-20784075.31,,,,,,,,,,806348,,0.90909,1.705151,-2.089552,,,,,,,,,,,,,
0001752724-24-242956,133212346,1704096000,2024-10-29,CITADEL SECURITIES LP,549300NV5RXBUS3X7L47,CITADEL TERM B 1LN 07/29/2030,17288YAM4,6218162.407,PA,,USD,6229044.19,,0.031251689656,Long,LON,,CORP,,US,N,2.0,,2024Q3,,NPORT-P,N,31-AUG-2024,31-AUG-2024,29-OCT-2024,35315,Fidelity Salem Street Trust,811-02105,S4W85DGKOEJ24DPRB829,245 Summer Street,,Boston,US-MA,US,02210,1-800-FIDELITY,Fidelity SAI Total Bond Fund,S000062237,549300PXI48DGSRO4U72,23555656303.04,3623792591.25,19931863711.79,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,2415915382.55,0.0,0.0,832233.25,238439.99339141,1349371.03264089,3515680.65241709,3876826.59440401,2223632.36542032,120900.40839324,295800.76981463,266521.24352546,41664.58501209,12025.93457815,N,-106153415.64,233368343.46,-26844167.24,386008544.16,13231955.5,193471840.71,0.0,76299164.31,376714123.32,0.0,74241184.05,118157999.46,0.0,76958065.26,155980811.79,279342.0,EUR,489.62292911,13096.77390679,53536.25295956,59841.88590521,14519.64068067,48962.14700027,1309677.38684176,5353625.36568875,5984188.68405817,1451964.03547892,786185.0,MORGAN STANLEY and CO LLC,9R7GPTSO7KV3UQJZQ078,1398336.83,,,,,,783021,C000201533,1.06,2.31,1.47,,,,,,,,,,,,,
0001752724-24-295521,136757863,1704096000,2024-12-26,CITADEL SECURITIES LP,549300NV5RXBUS3X7L47,CITADEL TERM B 1LN 07/29/2030,17288YAM4,9504145.67,PA,,USD,9501674.59,,0.071248769111,Long,LON,,CORP,,US,N,2.0,,2025Q2,,NPORT-P,N,30-APR-2025,31-OCT-2024,26-DEC-2024,225322,Fidelity Summer Street Trust,811-02737,P1TJ3M056NR1SYX5LY49,245 Summer Street,,Boston,US-MA,US,02210,1-800-FIDELITY,Fidelity Capital and Income Fund,S000007495,LU703CW6CEVPXCO7Y179,13568083374.66,232169353.34,13335914021.32,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,166927540.06,0.0,0.0,0.0,36364.44438512,99828.66176769,162776.66237715,69572.6511711,52772.4717176,430064.65266384,1119585.31367433,985350.57060759,65482.51971634,42057.4443383,N,-19318990.59,59446829.97,-3065182.78,189820415.17,11450344.78,-46454618.75,196001377.64,45840890.78,213944577.24,204240844.04,45766979.79,186441767.43,201449976.17,44345411.1,242020529.68,287067.0,USD,33417.34686307,543814.48458305,1583934.25550295,224074.0981211,63069.9116708,3341733.92126397,54381448.0283206,158393426.29039,22407409.2834956,6306991.7441066,807907.0,STATE STREET BANK AND TRUST COMPANY,571474TGEMMWANRLN572,5351232.0,,,,,,805790,C000020469,0.8,1.78,0.19,,,,,,,,,,,,,
0001752724-24-293017,136527561,1704096000,2024-12-26,Citadel Securities LP,549300NV5RXBUS3X7L47,Citadel Securities LP 2024 Term Loan B,17288YAM4,3119867.16,PA,,USD,3123283.41,,0.369689662461,Long,LON,,CORP,,US,N,2.0,,2024Q4,,NPORT-P,N,31-OCT-2024,31-OCT-2024,26-DEC-2024,946110,CREDIT SUISSE OPPORTUNITY FUNDS,811-09054,5493002UZ4JX82OVKQ12,ELEVEN MADISON AVENUE,,NEW YORK,US-NY,US,10010,212-325-2000,Credit Suisse Strategic Income Fund,S000038293,5493007EDR3N9Y3XK861,916831876.66,71992616.29,844839260.37,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,32495149.41,0.0,0.0,68580.53,-63.1,-1902.46,-9601.52,-2547.07,0.0,-1900.34,-62883.39,-187260.0,-32693.37,0.0,N,-38385.35,3377089.56,-845829.84,2069572.8,651250.05,-3980600.78,58918336.75,3596869.73,27948113.73,52631603.84,3769301.77,24739389.42,47572198.26,3758691.47,30548177.24,286606.0,USD,-4699.8,-28118.31,-66376.65,-8239.71,-412.46,-473407.75,-2949543.23,-7306665.11,-1003408.01,-24162.07,805948.0,Barclays Capital Inc.,AC28XWWI3WIBK2824319,6957665.63,,,,,,804481,C000120098,1.07,0.72,0.32,,,,,,,,,,,,,
0001795351-24-000447,133112369,1704096000,2024-10-28,Citadel Securities LP,549300NV5RXBUS3X7L47,CITADEL SECURITIES LP 2024 TERM LOAN B,17288YAM4,127833.35,PA,,USD,128057.06,,0.0772855107,Long,LON,,CORP,,US,N,2.0,,2025Q2,,NPORT-P,N,31-MAY-2025,31-AUG-2024,28-OCT-2024,1795351,"T. Rowe Price Exchange-Traded Funds, Inc.",811-23494,549300XZPUK24E1UMH17,100 East Pratt Street,,Baltimore,US-MD,US,21202,410-345-2000,T. Rowe Price Floating Rate ETF,S000077050,5493005Y3VRUR59CUG92,176424192.38,10730702.32,165693490.06,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,280165.36,-16.832299,-129.023241,-353.1993,-29.578224,0.0,-56.567887,-7134.194159,-45014.223424,-9498.883186,0.0,N,147771.92,-537227.74,49686.78,200574.74,22339.7,-199517.93,7726487.33,0.0,0.0,6433961.88,0.0,0.0,3860682.1,0.0,0.0,279127.0,USD,-63.123342,-1014.594399,-2072.029584,-95.43874,0.0,-6960.316232,-110873.138974,-222949.906067,-9821.42942,0.0,,,,,,,,,,782596,C000237190,0.45,0.9,0.61,,,,,,,,,,,,,
0001752724-24-295508,136754525,1704096000,2024-12-26,CITADEL SECURITIES LP,549300NV5RXBUS3X7L47,CITADEL TERM B 1LN 10/24/2031,17288YAN2,2817592.98,PA,,USD,2816860.41,,0.019292181829,Long,LON,,CORP,,US,N,2.0,,2024Q4,,NPORT-P,N,31-OCT-2024,31-OCT-2024,26-DEC-2024,722574,Fidelity Advisor Series I,811-03785,C7J4FOV6ELAVE39B7M82,245 Summer Street,,Boston,US-MA,US,02210,1-800-FIDELITY,Fidelity Advisor Floating Rate High Income Fund,S000017683,06FDJUS8WLNCESCVCG06,14951003021.63,349956676.4,14601046345.23,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,55557285.46,0.0,0.0,0.0,61611.15251119,88536.28590894,71188.90030267,7234.3807966,7548.1786306,735167.02062391,1208388.0340762,910241.40172416,18133.23103474,80.2963606,N,-14301108.47,-12875000.0,-1269625.59,-3817520.52,-73443121.47,127743367.68,359749356.57,84532489.49,740516462.18,427705974.35,83718004.55,526379619.12,548342259.65,80287669.68,484046118.84,287065.0,USD,175162.05157623,53119.88403536,109432.07221576,3962.01504733,330.4843586,17516207.0853188,5311987.99269256,10943207.1752806,396201.61430971,33048.3716223,,,,,,,,,,805732,C000048860,-0.48,-0.4,-0.09,,,,,,,,,,,,,
